zipCode,rent_201501,rent_imputed,homeprice_201501,homeprice_imputed,valuechange_5year,valchange_imputed
54653,1112.75,1,144825,1,0.0322242414205229,1
54654,1062.5,1,137875,1,0.0150624563478004,1
54655,1049,1,146875,1,0.0176426061548339,1
54657,1073.5,1,159250,1,0.0172521226823141,1
54659,1063,1,140100,1,0.0355120995617054,1
54664,1037,1,161150,1,0.0148491597653796,1
54669,1108.75,1,143275,1,0.0329432799122457,1
54670,1050.25,1,157050,1,0.00888451241117784,1
54721,1143.75,1,171900,1,0.00847578321439428,1
54723,1221.5,1,183725,1,0.0190257661694025,1
54731,1024.5,1,131100,1,0.00228242151778024,1
54733,1084.25,1,153375,1,0.00283453492516453,1
54734,1138.5,1,167825,1,0.000287773614798235,1
54737,1098.5,1,171900,1,0.00847578321439428,1
54746,1008,1,101575,1,0.00995751632226095,1
54748,1053.75,1,152900,1,0.0129635221427052,1
54750,1170.25,1,170925,1,0.016522901850572,1
54756,1174.5,1,176200,1,0.0129294226941603,1
54759,1230,1,171750,1,0.0128412962400402,1
54760,1043.75,1,137475,1,0.0203648564667031,1
54761,1148,1,171750,1,0.0128412962400402,1
54762,1084,1,167825,1,0.000287773614798235,1
54763,1082,1,153375,1,0.00283453492516453,1
54765,1103.5,1,139900,1,0.006594618768044,1
54766,1020.25,1,131100,1,0.00228242151778024,1
54769,1200.25,1,171750,1,0.0128412962400402,1
54805,1095.75,1,167825,1,0.000287773614798235,1
54813,1087.75,1,162850,1,-0.0145611923736661,1
54820,1080.25,1,139225,1,-0.00717604732304276,1
54826,1129.25,1,164775,1,0.00146916251066668,1
54827,1108.25,1,150475,1,-0.00891994177501447,1
54828,1165.25,1,162325,1,-0.00276067940861363,1
54835,1115,1,154175,1,0.00602513148556624,1
54836,1043.5,1,110550,1,-0.00136192842411344,1
54839,1112.75,1,139225,1,-0.00717604732304276,1
54841,1093,1,151600,1,-0.00574305454018585,1
54842,1020.75,1,146475,1,-0.00800297878788343,1
54845,1080,1,159925,1,-0.00233019823733748,1
54846,1079.25,1,161150,1,-0.00666611521260285,1
54850,1087.75,1,150475,1,-0.00891994177501447,1
54854,1036.5,1,139225,1,-0.00717604732304276,1
54855,1079.25,1,161150,1,-0.00666611521260285,1
54857,1161.25,1,162325,1,-0.00276067940861363,1
54858,1129,1,167450,1,0.00628141480183417,1
54859,1073,1,122000,1,-0.00432596360171537,1
54861,1034,1,150475,1,-0.00891994177501447,1
54862,1059.25,1,154175,1,0.00602513148556624,1
54864,990,1,142975,1,-0.00140434589270965,1
54867,1128.25,1,162325,1,-0.00276067940861363,1
54870,1086.25,1,151600,1,-0.00574305454018585,1
54875,1134,1,140575,1,-0.0108884604538322,1
54888,1070.75,1,122000,1,-0.00432596360171537,1
54895,1097.5,1,158900,1,0.00706393101290967,1
54909,1083.5,1,126325,1,-0.00302991289368923,1
54921,993,1,100175,1,0.00671869327455285,1
54922,1042.25,1,165350,1,0.00341364742210964,1
54927,989,1,149775,1,0.00892158821375449,1
54928,968,1,155950,1,0.00448850313111159,1
54930,1039.5,1,120350,1,0.000437520472859072,1
54931,1190,1,181675,1,0.013038356498536,1
54932,1138.75,1,154075,1,-0.000187300109769474,1
54933,976,1,169775,1,0.0136311646512022,1
54934,1011,1,139050,1,0.00642915637780405,1
54941,1052.5,1,127775,1,-0.000840586633970283,1
54946,1122,1,154125,1,0.00218530124784066,1
54948,968,1,146550,1,0.01101543461749,1
54960,1075.5,1,129525,1,0.0014226705987782,1
54962,1071.25,1,156150,1,0.00516743414365139,1
54964,1027.25,1,134450,1,0.00114575534735762,1
54967,1084.75,1,154125,1,0.00218530124784066,1
54968,1051.5,1,125100,1,-0.00193220345795686,1
54980,1011,1,139050,1,0.00642915637780405,1
54985,985.75,1,154900,1,0.014544445995631,1
55017,1267.25,1,175325,1,0.021134985332016,1
55018,1319.75,1,215800,1,0.0177762861248949,1
55026,1221.5,1,171750,1,0.0128412962400402,1
55029,1277,1,167100,1,0.0179274484172827,1
55036,1236.75,1,163650,1,0.0158876651877362,1
55065,1488,1,215800,1,0.0177762861248949,1
55085,1522.5,1,205375,1,0.0205195260966621,1
55087,1264.75,1,213725,1,0.00893684369231355,1
55090,1711.75,1,271950,1,0.0246122440438997,1
55111,1618,1,241825,1,0.0251997013529715,1
55150,1690.5,1,264500,1,0.0280638513911066,1
55155,1271.5,1,139875,1,0.0210621846293545,1
55310,1183,1,184025,1,0.00514061353457584,1
55324,1218.25,1,184025,1,0.00514061353457584,1
55333,1170.75,1,178600,1,0.00772159123778809,1
55334,1180.75,1,178600,1,0.00772159123778809,1
55335,1177.25,1,178600,1,0.00772159123778809,1
55338,1299.25,1,186450,1,0.00897073759207529,1
55339,1300.75,1,194550,1,0.00673947103704319,1
55366,1180.75,1,194550,1,0.00673947103704319,1
55367,1356.5,1,184025,1,0.00514061353457584,1
55370,1282,1,184025,1,0.00514061353457584,1
55385,1180.5,1,184025,1,0.00514061353457584,1
55402,1574.25,1,209100,1,0.0186458685380894,1
55450,1518.25,1,218500,1,0.0225940222937057,1
55454,1556,1,185175,1,0.0123801003773696,1
55455,1556,1,190300,1,0.01169670899684,1
55601,1202.75,1,128650,1,-0.0102112586145363,1
55602,984.25,1,105825,1,-0.00626705578074868,1
55604,1161,1,84575,1,-0.00990227148005928,1
55605,846.25,1,104925,1,-0.0138618645736044,1
55606,1108,1,104925,1,-0.0138618645736044,1
55607,1123.75,1,84575,1,-0.00990227148005928,1
55609,1246.25,1,136850,1,-0.000943628145015057,1
