Black,Multiple,Population,White,Total_Race_Count,Other,Native_Hawaiian_Other_Pacific,Asian,American_Indian_and_Alaskan_Native,state,zip code tabulation area
44,38,1849,1260,1849,24,0,482,1,34,07620
2051,1016,26761,14026,26761,2720,13,6851,84,34,07621
110,106,8373,5373,8373,129,1,2650,4,34,07624
63,132,8537,5896,8537,92,1,2350,3,34,07626
31,97,4881,3427,4881,36,0,1289,1,34,07627
445,401,17433,13247,17433,698,3,2607,32,34,07628
80,128,7379,6444,7379,85,8,631,3,34,07630
8842,1011,27119,12269,27119,2641,12,2197,147,34,07631
113,116,5309,2999,5309,41,0,2036,4,34,07632
32,65,4664,3720,4664,24,9,813,1,34,07640
39,65,3382,2860,3382,16,0,402,0,34,07641
103,110,10207,9126,10207,211,5,640,12,34,07642
419,388,10626,6458,10626,749,4,2576,32,34,07643
1816,902,24136,16459,24136,2774,15,2069,101,34,07644
81,109,7832,6646,7832,124,0,866,6,34,07645
608,432,16341,11522,16341,586,4,3169,20,34,07646
60,81,5152,3824,5152,54,1,1122,10,34,07647
78,66,5730,3974,5730,59,1,1552,0,34,07648
54,112,7978,6844,7978,64,0,898,6,34,07649
385,382,19601,5670,19601,1765,10,11329,60,34,07650
374,650,26342,19042,26342,366,13,5869,28,34,07652
90,80,8669,7726,8669,227,2,525,19,34,07656
132,284,11032,6874,11032,514,2,3206,20,34,07657
815,476,12729,8413,12729,1519,1,1461,44,34,07660
172,169,11340,8326,11340,142,9,2516,6,34,07661
160,112,5530,4547,5530,215,0,482,14,34,07662
316,243,13659,11521,13659,436,0,1121,22,34,07663
11013,1386,39776,21214,39776,2403,25,3622,113,34,07666
137,341,14573,10080,14573,178,0,3832,5,34,07670
614,442,26339,21952,26339,389,0,2899,43,34,07675
98,119,9075,8212,9075,56,2,587,1,34,07676
47,69,5730,5174,5730,69,0,371,0,34,07677
1599,472,23813,18799,23813,2387,16,419,121,34,07701
25,34,3809,3642,3809,22,1,81,4,34,07702
189,21,690,421,690,11,4,42,2,34,07703
153,71,6133,5804,6133,27,6,66,6,34,07704
21,26,1533,1459,1533,10,0,16,1,34,07711
10575,1155,39158,23610,39158,1796,33,1862,127,34,07712
254,136,8574,7884,8574,88,0,197,15,34,07716
6,16,1901,1843,1901,24,0,12,0,34,07717
67,90,6263,5969,6263,38,1,95,3,34,07718
397,330,21538,19807,21538,618,9,320,57,34,07719
213,108,4298,3656,4298,224,1,78,18,34,07720
1076,83,2974,1379,2974,118,0,311,7,34,07721
180,127,10209,9397,10209,37,0,464,4,34,07722
27,20,1020,928,1020,17,1,27,0,34,07723
2575,728,21710,16199,21710,647,8,1504,49,34,07724
1009,498,42508,37565,42508,400,10,3008,18,34,07726
690,137,7050,5883,7050,123,0,201,16,34,07727
3677,1082,56257,45524,56257,2486,15,3357,116,34,07728
262,260,17396,15896,17396,287,2,676,13,34,07730
1438,678,38304,33773,38304,643,23,1688,61,34,07731
87,95,5189,4827,5189,98,0,68,14,34,07732
145,311,16849,13063,16849,89,4,3226,11,34,07733
703,373,13269,11495,13269,444,9,220,25,34,07734
1166,483,19569,16374,19569,992,3,506,45,34,07735
64,64,4264,4036,4264,37,0,57,6,34,07737
32,75,6095,5775,6095,13,0,200,0,34,07738
17,68,5938,5725,5938,10,8,104,6,34,07739
4367,1386,31038,20355,31038,4067,24,663,176,34,07740
298,251,18666,15220,18666,88,1,2796,12,34,07746
1764,630,30770,24779,30770,580,9,2951,57,34,07747
358,382,28030,26031,28030,264,2,950,43,34,07748
11,34,3279,3197,3279,9,1,24,3,34,07750
507,270,19736,14853,19736,150,0,3943,13,34,07751
11614,1074,37554,22695,37554,917,12,1129,113,34,07753
105,90,6363,5934,6363,38,0,194,2,34,07755
183,46,3342,3055,3342,27,1,29,1,34,07756
56,58,5356,5157,5356,28,0,55,2,34,07757
66,58,4967,4706,4967,39,0,90,8,34,07758
34,88,9283,8991,9283,40,2,123,5,34,07760
71,77,8403,8094,8403,37,2,112,10,34,07762
179,91,8097,7648,8097,77,1,96,5,34,07764
1628,987,25386,17531,25386,4121,9,972,138,34,07801
168,129,3651,2946,3651,211,1,181,15,34,07803
0,0,39,33,39,0,0,6,0,34,07820
116,120,9193,8711,9193,76,0,160,10,34,07821
7,18,887,837,887,2,0,19,4,34,07822
125,88,7571,7243,7571,49,1,58,7,34,07823
98,101,9555,9198,9555,53,0,100,5,34,07825
47,77,6180,5985,6180,26,0,39,6,34,07826
101,94,4244,3942,4244,56,0,42,9,34,07827
943,365,14150,11261,14150,517,11,1026,27,34,07828
31,113,6503,6161,6503,47,2,146,3,34,07830
44,39,3903,3762,3903,13,0,33,12,34,07832
0,2,157,135,157,13,0,7,0,34,07833
254,288,17722,15781,17722,136,1,1240,22,34,07834
499,225,12568,10787,12568,223,1,812,21,34,07836
42,34,3568,3393,3568,21,3,70,5,34,07838
907,569,29849,25726,29849,877,8,1711,51,34,07840
5,8,130,107,130,9,0,0,1,34,07842
376,237,12241,11123,12241,212,3,279,11,34,07843
0,0,89,89,89,0,0,0,0,34,07846
30,48,1670,1387,1670,85,0,116,4,34,07847
160,70,5026,4647,5026,39,0,104,6,34,07848
221,154,9054,7723,9054,193,0,758,5,34,07849
251,195,6436,5603,6436,144,12,223,8,34,07850
4,0,119,114,119,0,0,1,0,34,07851
97,61,3609,2985,3609,31,0,431,4,34,07852
121,188,13325,12602,13325,74,1,333,6,34,07853
82,75,3944,3607,3944,42,2,127,9,34,07856
126,66,3244,2734,3244,217,0,90,11,34,07857
579,405,26288,24329,26288,431,6,482,56,34,07860
82,40,4332,4126,4332,35,1,47,1,34,07863
132,34,2189,1967,2189,28,0,25,3,34,07865
503,416,22098,19086,22098,516,8,1550,19,34,07866
679,516,25291,20831,25291,594,3,2640,28,34,07869
0,0,26,26,26,0,0,0,0,34,07870
224,321,21165,19934,21165,148,4,511,23,34,07871
166,152,8905,8199,8905,155,1,218,14,34,07874
173,152,10619,9599,10619,124,0,567,4,34,07876
35,15,934,830,934,12,0,42,0,34,07878
1,8,192,159,192,24,0,0,0,34,07880
0,1,16,15,16,0,0,0,0,34,07881
575,260,14492,13086,14492,186,5,353,27,34,07882
352,349,10078,8200,10078,676,7,477,17,34,07885
1005,564,22806,19066,22806,624,3,1510,34,34,07901
377,487,26747,22018,26747,147,7,3692,19,34,07920
147,135,7621,6573,7621,77,1,686,2,34,07921
183,199,12246,10520,12246,97,0,1245,2,34,07922
68,159,7534,6879,7534,168,5,244,11,34,07924
3,3,120,113,120,0,0,1,0,34,07926
55,48,3403,2866,3403,48,0,385,1,34,07927
166,328,19144,17393,19144,130,1,1100,26,34,07928
95,146,8559,7940,8559,95,0,273,10,34,07930
109,37,3296,3027,3296,21,1,100,1,34,07931
241,154,9868,8716,9868,70,1,681,5,34,07932
20,57,3251,2932,3251,34,1,205,2,34,07933
14,26,1501,1413,1501,21,1,25,1,34,07934
0,0,313,311,313,0,0,2,0,34,07935
93,124,11157,9496,11157,105,0,1330,9,34,07936
117,7,228,103,228,0,0,0,1,34,07939
608,396,17278,14940,17278,402,6,905,21,34,07940
105,108,9539,9000,9539,24,4,293,5,34,07945
12,52,3144,2871,3144,12,0,196,1,34,07946
691,393,19564,14941,19564,266,1,3252,20,34,07950
3975,1119,43747,33292,43747,3153,20,2042,146,34,07960
0,0,4,4,4,0,0,0,0,34,07961
3,6,117,101,117,0,0,7,0,34,07970
134,204,11768,10101,11768,136,5,1179,9,34,07974
0,14,754,721,754,0,0,19,0,34,07976
10,22,669,605,669,18,0,13,1,34,07977
21,11,589,538,589,1,0,18,0,34,07979
22,33,2307,2082,2307,46,0,119,5,34,07980
76,123,8865,7575,8865,108,1,977,5,34,07981
53,6,844,775,844,5,0,3,2,34,08001
1748,572,22274,16639,22274,661,7,2617,30,34,08002
1582,582,30629,24013,30629,205,2,4219,26,34,08003
1431,257,12350,10244,12350,214,3,183,18,34,08004
694,403,22448,20663,22448,270,1,381,36,34,08005
6,1,518,506,518,5,0,0,0,34,08006
275,80,5250,4729,5250,65,0,94,7,34,08007
45,48,6975,6657,6975,181,4,37,3,34,08008
913,232,12854,11227,12854,134,3,328,17,34,08009
3206,563,11539,6778,11539,646,2,310,34,34,08010
1,5,33,26,33,1,0,0,0,34,08011
4009,792,38992,32160,38992,690,12,1283,46,34,08012
2,6,504,488,504,2,0,6,0,34,08014
3713,1151,20763,14666,20763,503,18,634,78,34,08015
9652,1131,33540,20108,33540,786,13,1797,53,34,08016
34,3,925,860,925,20,0,7,1,34,08019
54,10,2201,2109,2201,6,4,14,4,34,08020
11858,1448,44833,27564,44833,2503,18,1280,162,34,08021
881,175,8783,6982,8783,61,5,666,13,34,08022
5,3,451,425,451,8,0,10,0,34,08023
49,46,2274,2106,2274,20,0,53,0,34,08026
194,75,4888,4559,4888,20,0,37,3,34,08027
4065,606,20078,14201,20078,606,10,555,35,34,08028
69,69,4784,4528,4784,79,0,34,5,34,08029
456,250,13410,12087,13410,249,0,350,18,34,08030
285,191,11584,10013,11584,392,7,679,17,34,08031
253,219,16261,15323,16261,108,0,343,15,34,08033
1046,380,18151,14794,18151,436,4,1468,23,34,08034
88,118,7566,7204,7566,41,5,98,12,34,08035
452,130,5917,5002,5917,83,0,244,6,34,08036
1040,640,24308,20023,24308,2235,5,297,68,34,08037
0,0,124,124,124,0,0,0,0,34,08038
0,0,137,137,137,0,0,0,0,34,08039
36,27,1002,892,1002,14,0,29,4,34,08041
7,0,203,191,203,0,0,5,0,34,08042
2534,688,29131,20908,29131,246,11,4700,44,34,08043
2594,90,2909,116,2909,49,0,42,18,34,08045
22997,1397,31587,5446,31587,988,10,632,117,34,08046
2366,444,12495,8859,12495,195,5,596,30,34,08048
906,128,5350,4092,5350,114,2,93,15,34,08049
255,263,24285,22967,24285,408,8,346,38,34,08050
409,169,10758,9937,10758,82,0,145,16,34,08051
1826,550,19172,15079,19172,601,5,1080,31,34,08052
1910,795,45538,39609,45538,357,9,2804,54,34,08053
4061,1012,41864,33249,41864,418,17,3040,67,34,08054
372,344,27179,25761,27179,146,6,507,43,34,08055
215,68,4736,4261,4736,14,0,172,6,34,08056
1332,449,21090,17854,21090,184,5,1244,22,34,08057
116,71,5612,5220,5612,117,2,82,4,34,08059
5486,1063,24713,16336,24713,722,14,1019,73,34,08060
291,48,2672,2134,2672,36,1,159,3,34,08061
638,248,15756,14310,15756,87,1,459,13,34,08062
50,45,3102,2980,3102,4,0,18,5,34,08063
36,2,311,268,311,2,0,2,1,34,08064
1076,187,7398,5826,7398,144,6,136,23,34,08065
2523,380,8437,5183,8437,195,4,126,26,34,08066
136,24,1635,1414,1635,41,0,16,4,34,08067
1864,338,6727,3992,6727,335,2,178,18,34,08068
3398,437,13076,8012,13076,1088,0,90,51,34,08069
208,158,13059,12364,13059,116,2,180,31,34,08070
124,130,9551,9164,9551,61,4,57,11,34,08071
8,19,225,194,225,1,0,0,3,34,08072
9,7,203,178,203,3,0,6,0,34,08073
0,0,58,54,58,4,0,0,0,34,08074
2601,942,28894,23373,28894,1052,16,840,70,34,08075
947,294,18307,16488,18307,166,5,391,16,34,08077
399,138,8385,7419,8385,185,0,219,25,34,08078
3529,340,10987,6869,10987,163,1,39,46,34,08079
1878,576,37433,33079,37433,260,0,1595,45,34,08080
17487,1591,50589,28134,50589,1144,21,2059,153,34,08081
1286,237,9455,7289,9455,238,1,394,10,34,08083
580,151,7040,5799,7040,195,5,297,13,34,08084
2190,423,18737,14886,18737,396,3,802,37,34,08085
551,118,7699,6800,7699,61,0,161,8,34,08086
296,390,24104,22713,24104,377,2,289,37,34,08087
497,299,24664,23467,24664,135,6,230,30,34,08088
847,91,4253,3140,4253,129,1,35,10,34,08089
636,156,8358,7410,8358,41,2,97,16,34,08090
620,114,5357,4135,5357,203,0,275,10,34,08091
34,40,3673,3488,3673,51,0,57,3,34,08092
1219,245,9741,7646,9741,414,4,193,20,34,08093
5365,973,39940,31903,39940,692,8,902,97,34,08094
14,1,236,191,236,22,0,8,0,34,08095
4609,891,36116,28728,36116,622,40,1151,75,34,08096
273,48,3293,2897,3293,16,1,51,7,34,08097
921,186,9090,7717,9090,134,6,92,34,34,08098
2651,312,7565,1702,7565,2755,3,79,63,34,08102
9485,497,15190,2325,15190,2634,9,127,113,34,08103
15614,796,23851,2876,23851,4206,17,180,162,34,08104
9040,1310,29077,6343,29077,11141,14,995,234,34,08105
131,114,9874,9431,9874,81,1,103,13,34,08106
1939,371,13675,9637,13675,1087,4,578,59,34,08107
576,354,18045,16395,18045,344,0,339,37,34,08108
4277,719,22407,14303,22407,1588,12,1439,69,34,08109
6271,746,19008,6085,19008,4051,10,1674,171,34,08110
1567,293,10007,6914,10007,435,2,759,37,34,08201
5,15,1444,1415,1444,2,0,3,4,34,08202
275,220,9454,8256,9454,237,3,446,17,34,08203
578,328,18557,17207,18557,253,13,138,40,34,08204
3532,899,28626,19552,28626,1071,7,3487,78,34,08205
1676,375,17167,14544,17167,245,9,285,33,34,08210
8,6,294,278,294,1,0,1,0,34,08212
1357,346,13442,10667,13442,731,7,299,35,34,08215
5,0,70,61,70,1,0,3,0,34,08217
69,103,7092,6608,7092,38,0,269,5,34,08221
30,53,4125,3983,4125,20,0,36,3,34,08223
2,7,573,558,573,0,0,5,1,34,08224
279,178,8659,7548,8659,249,1,388,16,34,08225
410,195,11701,10771,11701,224,3,83,15,34,08226
36,63,5599,5395,5599,50,1,48,6,34,08230
8660,843,19292,4791,19292,4331,6,495,166,34,08232
4063,1386,42532,29723,42532,2194,6,5000,160,34,08234
231,74,2371,1937,2371,62,1,62,4,34,08240
7,17,1103,1056,1103,8,0,10,5,34,08241
235,71,3216,2746,3216,88,1,68,7,34,08242
2,8,2114,2085,2114,10,0,4,5,34,08243
1153,326,10849,8555,10849,450,6,332,27,34,08244
0,0,92,90,92,1,0,1,0,34,08246
14,6,925,898,925,6,0,1,0,34,08247
0,1,158,156,158,0,1,0,0,34,08248
222,242,10364,9657,10364,184,1,41,17,34,08251
704,321,13661,11504,13661,979,7,89,57,34,08260
649,176,8492,7265,8492,339,0,45,18,34,08270
12524,1746,46872,23878,46872,7382,12,443,887,34,08302
70,30,1670,1488,1670,56,1,24,1,34,08310
192,62,2057,1624,2057,143,0,8,28,34,08311
1358,266,7875,5962,7875,120,2,141,26,34,08312
1321,71,2511,917,2511,162,2,12,26,34,08314
2,8,400,378,400,6,0,4,2,34,08316
41,9,1344,1274,1344,9,0,7,4,34,08317
773,235,12702,11371,12702,159,1,108,55,34,08318
11,8,1253,1209,1253,2,0,23,0,34,08319
777,51,1256,278,1256,121,0,14,15,34,08320
5,4,247,237,247,1,0,0,0,34,08321
849,197,10524,9216,10524,86,1,156,19,34,08322
30,20,804,735,804,5,0,4,10,34,08323
5,8,526,502,526,10,0,1,0,34,08324
163,47,1761,1237,1761,281,0,16,17,34,08326
1504,26,3070,1437,3070,91,0,7,5,34,08327
55,23,1347,1223,1347,18,0,25,3,34,08328
4,1,221,212,221,1,0,1,2,34,08329
5057,987,28167,19476,28167,1096,18,1461,72,34,08330
6618,1325,36768,26369,36768,1676,25,410,345,34,08332
21,15,979,932,979,6,0,3,2,34,08340
252,81,2239,1602,2239,230,2,55,17,34,08341
179,100,5030,4627,5030,77,3,22,22,34,08343
487,157,5847,4980,5847,171,0,30,22,34,08344
33,20,805,738,805,8,0,4,2,34,08345
436,41,843,292,843,69,0,4,1,34,08346
6,4,275,264,275,0,0,1,0,34,08348
417,94,2347,1771,2347,43,0,10,12,34,08349
161,9,825,592,825,33,0,21,9,34,08350
110,32,448,248,448,47,0,5,6,34,08352
9,7,516,484,516,3,0,1,12,34,08353
6925,1666,43355,26903,43355,7003,20,505,333,34,08360
1379,375,17352,14260,17352,756,1,524,57,34,08361
15148,1905,39554,10540,39554,5549,18,6153,241,34,08401
45,71,6354,6123,6354,46,1,62,6,34,08402
3,3,997,984,997,1,0,5,1,34,08403
453,282,10650,8076,10650,860,5,924,50,34,08406
169,111,6582,6037,6582,33,0,224,8,34,08501
412,294,11317,7157,11317,96,1,3350,7,34,08502
1950,424,17736,13605,17736,216,13,1493,35,34,08505
182,76,5231,4709,5231,32,0,219,13,34,08510
67,18,826,669,826,45,0,26,1,34,08511
649,254,10105,6863,10105,497,9,1812,21,34,08512
106,51,4477,4148,4477,46,6,115,5,34,08514
289,95,4637,3605,4637,20,1,620,7,34,08515
834,206,4986,3646,4986,81,2,209,8,34,08518
2326,809,27869,17801,27869,2528,16,4230,159,34,08520
74,63,4767,4496,4767,48,1,82,3,34,08525
2635,1039,54392,48352,54392,689,13,1607,57,34,08527
8,5,315,274,315,2,0,26,0,34,08528
586,100,8071,7058,8071,204,2,109,12,34,08530
124,105,6945,6517,6945,99,2,72,26,34,08533
320,222,12929,10986,12929,70,2,1321,8,34,08534
197,82,5385,4778,5385,53,0,270,5,34,08535
1687,550,20073,7618,20073,368,4,9780,66,34,08536
2282,1284,47115,31054,47115,922,26,11486,61,34,08540
601,220,5189,3243,5189,518,5,586,16,34,08542
541,472,19445,11433,19445,154,4,6825,16,34,08550
114,53,5532,5074,5532,40,0,249,2,34,08551
10,21,682,625,682,10,0,16,0,34,08553
312,107,3818,3201,3818,18,0,168,12,34,08554
8,13,877,813,877,17,0,26,0,34,08555
105,127,6629,5600,6629,33,0,760,4,34,08558
36,69,4982,4808,4982,17,0,45,7,34,08559
70,54,3656,3393,3656,6,1,129,3,34,08560
16,2,226,190,226,1,0,17,0,34,08561
420,185,5371,4371,5371,235,15,120,25,34,08562
613,45,983,224,983,84,0,14,3,34,08608
7886,533,13546,2639,13546,2196,25,189,78,34,08609
4775,890,30468,21129,30468,2835,86,660,93,34,08610
8009,1438,28038,10597,28038,7145,40,547,262,34,08611
23994,930,38229,11373,38229,1033,16,717,166,34,08618
1410,404,22723,19308,22723,562,2,996,41,34,08619
2465,268,14693,11057,14693,502,1,350,50,34,08620
1576,167,9054,6630,9054,128,6,523,24,34,08628
4917,650,12331,4504,12331,1917,7,277,59,34,08629
10324,711,22832,9792,22832,1424,14,465,102,34,08638
2660,310,7716,4056,7716,468,23,147,52,34,08640
572,257,3553,2458,3553,135,20,94,17,34,08641
3585,810,32263,22264,32263,922,29,4590,63,34,08648
430,215,18567,16991,18567,117,8,787,19,34,08690
448,252,15104,12562,15104,111,0,1718,13,34,08691
5898,1389,92843,78290,92843,6199,14,777,276,34,08701
4,4,843,823,843,4,0,8,0,34,08720
384,316,20512,19058,20512,397,2,324,31,34,08721
198,152,11045,10251,11045,269,1,166,8,34,08722
461,470,31641,29273,31641,843,21,523,50,34,08723
1041,584,42352,39522,42352,501,6,645,53,34,08724
121,63,4774,4518,4774,22,0,45,5,34,08730
126,218,20009,19264,20009,212,6,159,24,34,08731
4,30,1484,1421,1484,6,0,21,2,34,08732
305,144,2752,2124,2752,99,6,57,17,34,08733
41,96,7651,7331,7651,104,0,65,14,34,08734
5,11,3114,3058,3114,21,0,14,5,34,08735
54,157,12578,12086,12578,143,2,131,5,34,08736
5,4,1042,1015,1042,8,0,8,2,34,08738
27,23,2010,1913,2010,42,0,4,1,34,08740
11,19,2488,2397,2488,23,0,35,3,34,08741
119,248,24405,23299,24405,521,7,180,31,34,08742
5,15,3528,3485,3528,4,0,15,4,34,08750
196,124,4212,3605,4212,224,0,46,17,34,08751
15,15,2074,2022,2074,14,0,8,0,34,08752
1498,1101,63678,57766,63678,1291,15,1898,109,34,08753
961,395,25302,22069,25302,469,2,1364,42,34,08755
1499,475,33217,30114,33217,575,7,501,46,34,08757
39,67,7043,6823,7043,35,1,71,7,34,08758
1190,296,33263,31094,33263,225,6,424,28,34,08759
742,131,8551,7106,8551,200,6,355,11,34,08801
61,33,4067,3845,4067,12,0,114,2,34,08802
26,39,2771,2659,2771,12,0,34,1,34,08804
656,434,12254,8916,12254,1838,5,347,58,34,08805
958,680,37972,28186,37972,613,2,7491,42,34,08807
0,0,86,84,86,0,0,2,0,34,08808
545,125,6421,5229,6421,102,3,396,21,34,08809
718,231,8401,3648,8401,128,1,3662,13,34,08810
879,367,14296,10485,14296,786,7,1750,22,34,08812
1877,973,46298,31935,46298,787,6,10672,48,34,08816
3804,1212,44621,21658,44621,1892,18,15922,115,34,08817
1807,1033,39590,13830,39590,344,4,22496,76,34,08820
4,5,354,327,354,5,0,13,0,34,08821
611,457,30354,27142,30354,596,11,1500,37,34,08822
1937,298,9016,3404,9016,180,0,3173,24,34,08823
621,259,12115,7495,12115,110,2,3609,19,34,08824
38,50,4707,4533,4707,23,0,57,6,34,08825
131,70,5838,5514,5838,38,2,80,3,34,08826
78,62,4629,4356,4629,34,5,80,14,34,08827
86,29,2178,1930,2178,25,0,106,2,34,08828
48,54,3725,3466,3725,27,0,122,8,34,08829
1231,577,18459,7585,18459,419,0,8588,59,34,08830
2064,628,45620,36797,45620,822,4,5222,83,34,08831
444,183,2863,1163,2863,748,1,310,14,34,08832
118,110,8796,8240,8796,67,0,246,15,34,08833
281,243,10344,8932,10344,672,0,206,10,34,08835
42,69,3845,3396,3845,13,0,323,2,34,08836
1466,436,15847,8618,15847,482,14,4793,38,34,08837
959,479,16558,12130,16558,312,3,2654,21,34,08840
1758,796,38367,30182,38367,833,15,4737,46,34,08844
699,275,13635,11077,13635,732,10,818,24,34,08846
85,47,8435,8207,8435,19,4,68,5,34,08848
100,103,8281,7517,8281,138,0,410,13,34,08850
1694,512,17220,8001,17220,250,5,6725,33,34,08852
155,103,5247,4429,5247,24,4,520,12,34,08853
11565,1949,55961,21538,55961,2011,13,18712,173,34,08854
2205,918,39898,30298,39898,1087,9,5305,76,34,08857
0,1,144,139,144,0,0,4,0,34,08858
1918,548,21526,14069,21526,653,4,4278,56,34,08859
5476,2933,53099,27187,53099,15967,27,941,568,34,08861
1101,328,12320,7829,12320,795,1,2235,31,34,08863
1623,710,29840,26177,29840,694,9,583,44,34,08865
58,55,5042,4738,5042,39,3,143,6,34,08867
144,169,6881,5257,6881,316,1,983,11,34,08869
2659,463,18811,12035,18811,802,7,2809,36,34,08872
14331,1647,49921,22614,49921,2896,9,8268,156,34,08873
1648,666,22179,16836,22179,833,10,2130,56,34,08876
1627,591,23537,18032,23537,775,7,2463,42,34,08879
461,208,4563,3066,4563,540,2,280,6,34,08880
1142,528,16008,12195,16008,1309,9,775,50,34,08882
246,154,8257,7318,8257,105,1,424,9,34,08884
459,145,7077,5984,7077,70,3,407,9,34,08886
15,20,1106,1011,1106,20,0,40,0,34,08887
161,106,10063,9307,10063,78,0,399,12,34,08889
0,0,17,17,17,0,0,0,0,34,08890
8861,2425,55223,25100,55223,14122,20,4197,498,34,08901
7129,1246,41153,19318,41153,3338,14,9941,167,34,08902
1095,366,13982,9544,13982,458,4,2495,20,34,08904
0,1,60,55,60,3,0,0,1,35,79837
0,6,156,111,156,24,0,1,14,35,81137
0,27,754,9,754,0,0,0,718,35,86504
1,26,1585,86,1585,26,0,0,1446,35,86515
3,49,3684,519,3684,273,0,12,2828,35,87001
317,846,22517,17612,22517,3145,13,76,508,35,87002
79,219,10136,5674,10136,2666,10,42,1446,35,87004
7,23,799,545,799,80,2,1,141,35,87005
7,25,703,590,703,72,0,3,6,35,87006
1,19,1080,28,1080,6,0,0,1026,35,87007
15,83,2552,2271,2552,105,1,29,48,35,87008
15,38,1139,1025,1139,34,0,13,14,35,87010
0,1,84,78,84,2,0,2,1,35,87011
0,20,261,161,261,65,0,0,15,35,87012
11,138,5200,889,5200,341,0,8,3813,35,87013
4,35,654,284,654,260,0,0,71,35,87014
123,437,13105,11239,13105,964,11,93,238,35,87015
72,141,3730,2784,3730,603,4,11,115,35,87016
0,41,429,276,429,109,0,0,3,35,87017
1,9,522,10,522,7,0,0,495,35,87018
207,465,11347,6785,11347,2033,21,87,1749,35,87020
38,90,3472,2393,3472,496,1,12,442,35,87021
0,23,907,25,907,14,0,1,844,35,87022
14,21,665,540,665,80,0,2,8,35,87023
1,20,2214,264,2214,93,0,1,1835,35,87024
3,26,1237,1105,1237,63,0,13,27,35,87025
25,60,4063,330,4063,227,0,5,3416,35,87026
5,7,309,199,309,79,0,2,17,35,87027
0,4,145,130,145,10,0,0,1,35,87028
0,4,237,207,237,21,0,1,4,35,87029
670,1857,44075,31252,44075,8638,41,288,1329,35,87031
4,13,291,244,291,23,0,2,5,35,87032
3,29,2207,22,2207,16,0,0,2137,35,87034
95,315,7268,5496,7268,1140,1,32,189,35,87035
17,107,1868,1336,1868,374,1,9,24,35,87036
0,15,677,11,677,2,0,0,649,35,87037
2,9,616,15,616,8,0,17,565,35,87038
1,8,496,7,496,2,0,4,474,35,87040
8,21,881,215,881,471,1,0,165,35,87041
32,161,3644,2770,3644,580,1,9,91,35,87042
43,108,5052,4619,5052,164,1,53,64,35,87043
0,17,387,257,387,72,3,1,37,35,87044
2,26,1751,123,1751,21,1,0,1578,35,87045
0,6,186,147,186,25,0,1,7,35,87046
51,102,4894,4365,4894,279,6,41,50,35,87047
90,271,8682,7468,8682,588,0,116,149,35,87048
0,25,973,82,973,57,0,0,809,35,87049
4,48,969,537,969,354,0,5,21,35,87051
0,28,3182,13,3182,2,0,1,3138,35,87052
0,12,998,88,998,126,0,1,771,35,87053
2,14,954,842,954,73,0,9,14,35,87056
71,312,9604,8158,9604,859,4,64,136,35,87059
1,8,371,242,371,108,0,4,8,35,87061
15,39,1869,1491,1869,294,0,0,30,35,87062
3,15,323,238,323,61,0,2,4,35,87063
0,8,161,131,161,22,0,0,0,35,87064
19,138,4755,3323,4755,372,0,24,879,35,87068
2,0,42,31,42,9,0,0,0,35,87070
0,16,660,8,660,7,1,0,628,35,87072
5,24,569,355,569,48,0,6,131,35,87083
821,1001,21204,12896,21204,5165,26,223,1072,35,87102
224,506,12123,8599,12123,2120,4,75,595,35,87104
774,2297,57680,33549,57680,18024,21,228,2787,35,87105
1112,1322,27013,18826,27013,3226,22,1082,1423,35,87106
418,1353,31183,21980,31183,5970,29,225,1208,35,87107
1913,1956,38647,24420,38647,6523,47,950,2838,35,87108
1282,1779,40432,29164,40432,4446,58,1022,2681,35,87109
1017,1687,38587,29308,38587,3742,31,1112,1690,35,87110
1350,2065,56490,47384,56490,2272,56,1840,1523,35,87111
1486,2028,43584,33917,43584,3117,32,1296,1708,35,87112
236,598,14477,10432,14477,1761,10,989,451,35,87113
2053,3187,61623,44847,61623,7534,75,1376,2551,35,87114
409,378,4117,2917,4117,171,23,127,92,35,87116
26,17,310,236,310,10,1,8,12,35,87117
1890,2793,58023,39470,58023,9761,92,1186,2831,35,87120
2499,3354,76721,42547,76721,24379,73,603,3266,35,87121
230,510,17977,15487,17977,455,4,1134,157,35,87122
1758,2025,41468,27663,41468,5758,80,1904,2280,35,87123
1345,2347,51404,39341,51404,5668,78,1042,1583,35,87124
1205,1827,37719,28134,37719,4529,75,627,1322,35,87144
261,1313,23674,7993,23674,2701,11,449,10946,35,87301
5,94,3350,331,3350,58,0,0,2862,35,87305
3,5,938,0,938,1,0,0,929,35,87310
7,42,4208,25,4208,0,0,0,4134,35,87311
1,31,579,107,579,8,0,2,430,35,87312
16,64,5662,165,5662,13,0,22,5382,35,87313
0,5,149,106,149,7,0,3,28,35,87315
2,23,1304,54,1304,3,0,0,1222,35,87316
15,130,1956,312,1956,511,2,1,985,35,87317
1,32,1832,57,1832,8,0,1,1733,35,87319
0,23,765,4,765,3,0,0,735,35,87320
6,91,2226,639,2226,24,0,8,1458,35,87321
0,2,247,49,247,3,0,0,193,35,87322
10,76,4558,621,4558,79,8,3,3761,35,87323
1,46,3034,53,3034,7,1,41,2885,35,87325
4,24,1688,181,1688,11,1,6,1461,35,87326
15,82,7883,186,7883,27,1,29,7543,35,87327
4,31,2483,34,2483,10,0,9,2395,35,87328
8,11,309,203,309,8,0,0,79,35,87347
